NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100
Autauga County,AL,050,3,6,01,001,1539582278,25775735,54571,22135
Baldwin County,AL,050,3,6,01,003,4117521611,1133190229,182265,104061
Barbour County,AL,050,3,6,01,005,2291818968,50864716,27457,11829
Bibb County,AL,050,3,6,01,007,1612480789,9289057,22915,8981
Blount County,AL,050,3,6,01,009,1669961855,15157440,57322,23887
Bullock County,AL,050,3,6,01,011,1613056905,6056528,10914,4493
Butler County,AL,050,3,6,01,013,2011976894,2726814,20947,9964
Calhoun County,AL,050,3,6,01,015,1569189995,16624267,118572,53289
Chambers County,AL,050,3,6,01,017,1545009282,17048142,34215,17004
Cherokee County,AL,050,3,6,01,019,1434075952,119858898,25989,16267
Chilton County,AL,050,3,6,01,021,1794483586,20586383,43643,19278
Choctaw County,AL,050,3,6,01,023,2365954748,19059251,13859,7269
Clarke County,AL,050,3,6,01,025,3207609488,36542656,25833,12638
Clay County,AL,050,3,6,01,027,1564252280,5284628,13932,6776
Cleburne County,AL,050,3,6,01,029,1450652767,2365681,14972,6718
Coffee County,AL,050,3,6,01,031,1758528786,3944730,49948,22330
Colbert County,AL,050,3,6,01,033,1534877333,76430813,54428,25758
Conecuh County,AL,050,3,6,01,035,2201894769,6644940,13228,7093
Coosa County,AL,050,3,6,01,037,1685891075,39946646,11539,6478
Covington County,AL,050,3,6,01,039,2668869505,34526309,37765,18829
Crenshaw County,AL,050,3,6,01,041,1576888006,5376392,13906,6735
Cullman County,AL,050,3,6,01,043,1903228333,52266921,80406,37054
Dale County,AL,050,3,6,01,045,1453371157,4016457,50251,22677
Dallas County,AL,050,3,6,01,047,2534807386,39134826,43820,20208
DeKalb County,AL,050,3,6,01,049,2012662359,4123588,71109,31109
Elmore County,AL,050,3,6,01,051,1601867593,99862541,79303,32657
Escambia County,AL,050,3,6,01,053,2447746932,20873208,38319,16486
Etowah County,AL,050,3,6,01,055,1385618994,35322991,104430,47454
Fayette County,AL,050,3,6,01,057,1625631609,4392821,17241,8437
Franklin County,AL,050,3,6,01,059,1641587713,32897905,31704,14022
Geneva County,AL,050,3,6,01,061,1487710425,11765293,26790,12687
Greene County,AL,050,3,6,01,063,1676007032,33231212,9045,5007
Hale County,AL,050,3,6,01,065,1667803914,32525967,15760,7655
Henry County,AL,050,3,6,01,067,1454926258,16986789,17302,8891
Houston County,AL,050,3,6,01,069,1501737720,4739984,101547,45319
Jackson County,AL,050,3,6,01,071,2791664869,126657194,53227,24786
Jefferson County,AL,050,3,6,01,073,2878192209,32474487,658466,300552
Lamar County,AL,050,3,6,01,075,1566544654,1600679,14564,7354
Lauderdale County,AL,050,3,6,01,077,1729327931,138027479,92709,43791
Lawrence County,AL,050,3,6,01,079,1788846568,68688464,34339,15229
Lee County,AL,050,3,6,01,081,1573510728,21530362,140247,62391
Limestone County,AL,050,3,6,01,083,1450228326,122381869,82782,34977
Lowndes County,AL,050,3,6,01,085,1854199648,23723525,11299,5140
Macon County,AL,050,3,6,01,087,1577005015,11194263,21452,10259
Madison County,AL,050,3,6,01,089,2076116529,28771340,334811,146447
Marengo County,AL,050,3,6,01,091,2530112461,14994547,21027,10237
Marion County,AL,050,3,6,01,093,1922526826,3313145,30776,14737
Marshall County,AL,050,3,6,01,095,1465522757,148503356,93019,40342
Mobile County,AL,050,3,6,01,097,3184223082,1073750500,412992,178196
Monroe County,AL,050,3,6,01,099,2656485275,22643193,23068,11333
Montgomery County,AL,050,3,6,01,101,2031190777,40571253,229363,101641
Morgan County,AL,050,3,6,01,103,1500476319,51064861,119490,51193
Perry County,AL,050,3,6,01,105,1863920409,10918516,10591,4737
Pickens County,AL,050,3,6,01,107,2282837059,22578169,19746,9483
Pike County,AL,050,3,6,01,109,1740715643,2362806,32899,15267
Randolph County,AL,050,3,6,01,111,1503616599,9285288,22913,11982
Russell County,AL,050,3,6,01,113,1660545751,15673340,52947,24595
St. Clair County,AL,050,3,6,01,115,1636619393,56300062,83593,35541
Shelby County,AL,050,3,6,01,117,2032960300,63700594,195085,80970
Sumter County,AL,050,3,6,01,119,2341057426,24436353,13763,6786
Talladega County,AL,050,3,6,01,121,1908239516,60944144,82291,37088
Tallapoosa County,AL,050,3,6,01,123,1855780057,128808796,41616,22111
Tuscaloosa County,AL,050,3,6,01,125,3423328940,76395592,194656,84872
Walker County,AL,050,3,6,01,127,2049177420,36263761,67023,30816
Washington County,AL,050,3,6,01,129,2797722307,21650857,17581,8407
Wilcox County,AL,050,3,6,01,131,2301200113,48985152,11670,5649
Winston County,AL,050,3,6,01,133,1587607882,48922827,24484,13469
Aleutians East Borough,AK,050,4,9,02,013,18083148800,20792209033,3141,747
Aleutians West Census Area,AK,050,4,9,02,016,11370762625,25190643524,5561,1929
Anchorage Municipality,AK,050,4,9,02,020,4415108963,663860984,291826,113032
Bethel Census Area,AK,050,4,9,02,050,105075822708,12779523593,17013,5919
Bristol Bay Borough,AK,050,4,9,02,060,1304947207,993830067,997,969
Denali Borough,AK,050,4,9,02,068,33026000538,66068790,1826,1771
Dillingham Census Area,AK,050,4,9,02,070,48092912615,6077223732,4847,2427
Fairbanks North Star Borough,AK,050,4,9,02,090,19005874393,273188119,97581,41783
Haines Borough,AK,050,4,9,02,100,6005146534,1053874968,2508,1631
Hoonah-Angoon Census Area,AK,050,4,9,02,105,19489439091,8778085294,2150,1771
Juneau City and Borough,AK,050,4,9,02,110,6997968643,1429575134,31275,13055
Kenai Peninsula Borough,AK,050,4,9,02,122,41634915224,22473290427,55400,30578
Ketchikan Gateway Borough,AK,050,4,9,02,130,12583232994,4649414062,13477,6166
Kodiak Island Borough,AK,050,4,9,02,150,16963331761,14173062281,13592,5303
Lake and Peninsula Borough,AK,050,4,9,02,164,61258419419,24010457489,1631,1502
Matanuska-Susitna Borough,AK,050,4,9,02,170,63734160198,1682737402,88995,41329
Nome Census Area,AK,050,4,9,02,180,59470685832,13768011766,9492,4008
North Slope Borough,AK,050,4,9,02,185,229720054439,15801179317,9430,2500
Northwest Arctic Borough,AK,050,4,9,02,188,92132564828,13406688095,7523,2707
Petersburg Census Area,AK,050,4,9,02,195,8500293927,6221367848,3815,1994
Prince of Wales-Hyder Census Area,AK,050,4,9,02,198,10160193695,9739418122,5559,2992
Sitka City and Borough,AK,050,4,9,02,220,7434143788,5027404028,8881,4102
Skagway Municipality,AK,050,4,9,02,230,1171515798,30331334,968,636
Southeast Fairbanks Census Area,AK,050,4,9,02,240,64150915284,752795246,7029,3915
Valdez-Cordova Census Area,AK,050,4,9,02,261,88680877051,15799689879,9636,6102
Wade Hampton Census Area,AK,050,4,9,02,270,44240705695,6711999401,7459,2183
Wrangell City and Borough,AK,050,4,9,02,275,6582411037,2384276261,2369,1428
Yakutat City and Borough,AK,050,4,9,02,282,19812002035,4696710283,662,450
Yukon-Koyukuk Census Area,AK,050,4,9,02,290,376855656455,5956563857,5588,4038
Apache County,AZ,050,4,8,04,001,29001443825,54175788,71518,32514
Cochise County,AZ,050,4,8,04,003,15969063883,137025224,131346,59041
Coconino County,AZ,050,4,8,04,005,48222689085,109964090,134421,63321
Gila County,AZ,050,4,8,04,007,12322988718,97111978,53597,32698
Graham County,AZ,050,4,8,04,009,11972471194,47833765,37220,12980
Greenlee County,AZ,050,4,8,04,011,4773673819,13745365,8437,4372
La Paz County,AZ,050,4,8,04,012,11653984341,36581791,20489,16049
Maricopa County,AZ,050,4,8,04,013,23828260196,62795719,3817117,1639279
Mohave County,AZ,050,4,8,04,015,34475546921,387371395,200186,110911
Navajo County,AZ,050,4,8,04,017,25771473007,24078377,107449,56938
Pima County,AZ,050,4,8,04,019,23794311939,5337525,980263,440909
Pinal County,AZ,050,4,8,04,021,13896869603,22331525,375770,159222
Santa Cruz County,AZ,050,4,8,04,023,3203598541,3088171,47420,18010
Yavapai County,AZ,050,4,8,04,025,21039764981,11501683,211033,110432
Yuma County,AZ,050,4,8,04,027,14281174361,13253868,195751,87850
Arkansas County,AR,050,3,7,05,001,2560902522,116495598,19019,9436
Ashley County,AR,050,3,7,05,003,2396641905,39310651,21853,10137
Baxter County,AR,050,3,7,05,005,1435587546,83997217,41513,22580
Benton County,AR,050,3,7,05,007,2194644508,94662461,221339,93084
Boone County,AR,050,3,7,05,009,1528692190,30044428,36903,16827
Bradley County,AR,050,3,7,05,011,1681500473,9546870,11508,5860
Calhoun County,AR,050,3,7,05,013,1628017155,9926138,5368,2897
Carroll County,AR,050,3,7,05,015,1631917381,22566276,27446,13559
Chicot County,AR,050,3,7,05,017,1668740125,120391665,11800,5421
Clark County,AR,050,3,7,05,019,2243121932,43395997,22995,10385
Clay County,AR,050,3,7,05,021,1656206452,5105957,16083,8031
Cleburne County,AR,050,3,7,05,023,1434055831,99015207,25970,15826
Cleveland County,AR,050,3,7,05,025,1548252069,2500394,8689,4064
Columbia County,AR,050,3,7,05,027,1984066985,1813507,24552,11596
Conway County,AR,050,3,7,05,029,1430319825,37342580,21273,9720
Craighead County,AR,050,3,7,05,031,1831656075,14162379,96443,40515
Crawford County,AR,050,3,7,05,033,1536106675,28873990,61948,26115
Crittenden County,AR,050,3,7,05,035,1579271661,68938875,50902,21489
Cross County,AR,050,3,7,05,037,1596418434,15348594,17870,7853
Dallas County,AR,050,3,7,05,039,1728522942,1864048,8116,4305
Desha County,AR,050,3,7,05,041,1989504302,133058424,13008,6261
Drew County,AR,050,3,7,05,043,2145431293,18920696,18509,8408
Faulkner County,AR,050,3,7,05,045,1678012685,41927331,113237,46612
Franklin County,AR,050,3,7,05,047,1576932379,27933924,18125,8021
Fulton County,AR,050,3,7,05,049,1601114128,5527461,12245,6778
Garland County,AR,050,3,7,05,051,1755444878,147213948,96024,50548
Grant County,AR,050,3,7,05,053,1636376859,2904466,17853,7758
Greene County,AR,050,3,7,05,055,1496233476,4826525,42090,17892
Hempstead County,AR,050,3,7,05,057,1884267810,35372390,22609,10419
Hot Spring County,AR,050,3,7,05,059,1593367055,18052939,32923,14332
Howard County,AR,050,3,7,05,061,1524346632,17509479,13789,6238
Independence County,AR,050,3,7,05,063,1978628920,19593957,36647,16187
Izard County,AR,050,3,7,05,065,1503686209,8913023,13696,7232
Jackson County,AR,050,3,7,05,067,1641892684,19587909,17997,7601
Jefferson County,AR,050,3,7,05,069,2255220650,111447666,77435,33006
Johnson County,AR,050,3,7,05,071,1708883157,59415544,25540,11311
Lafayette County,AR,050,3,7,05,073,1368208312,43539379,7645,4353
Lawrence County,AR,050,3,7,05,075,1521913098,12244885,17415,8000
Lee County,AR,050,3,7,05,077,1560780566,43722296,10424,4356
Lincoln County,AR,050,3,7,05,079,1454321132,27631033,14134,4860
Little River County,AR,050,3,7,05,081,1378529805,84207522,13171,6460
Logan County,AR,050,3,7,05,083,1834034439,60696140,22353,10108
Lonoke County,AR,050,3,7,05,085,1996176993,83170220,68356,27239
Madison County,AR,050,3,7,05,087,2160711386,7316240,15717,7481
Marion County,AR,050,3,7,05,089,1546245256,112174577,16653,9354
Miller County,AR,050,3,7,05,091,1620239736,31263840,43462,19281
Mississippi County,AR,050,3,7,05,093,2332475973,49826380,46480,20459
Monroe County,AR,050,3,7,05,095,1572439014,36715157,8149,4455
Montgomery County,AR,050,3,7,05,097,2019879948,52859758,9487,5763
Nevada County,AR,050,3,7,05,099,1600189595,7257804,8997,4563
Newton County,AR,050,3,7,05,101,2126110054,5931821,8330,4664
Ouachita County,AR,050,3,7,05,103,1897899921,18050486,26120,13121
Perry County,AR,050,3,7,05,105,1428125735,23648787,10445,4907
Phillips County,AR,050,3,7,05,107,1801758335,82056090,21757,10126
Pike County,AR,050,3,7,05,109,1555592368,34995957,11291,5580
Poinsett County,AR,050,3,7,05,111,1964217602,13522889,24583,10923
Polk County,AR,050,3,7,05,113,2221377955,12387478,20662,10002
Pope County,AR,050,3,7,05,115,2104490517,47206953,61754,25551
Prairie County,AR,050,3,7,05,117,1678203880,71628651,8715,4503
Pulaski County,AR,050,3,7,05,119,1967777404,124061704,382748,175555
Randolph County,AR,050,3,7,05,121,1689166005,9968447,17969,8513
St. Francis County,AR,050,3,7,05,123,1644048592,20050191,28258,10903
Saline County,AR,050,3,7,05,125,1874124567,17835823,107118,44811
Scott County,AR,050,3,7,05,127,2311098364,14901123,11233,5193
Searcy County,AR,050,3,7,05,129,1725176918,6256956,8195,4900
Sebastian County,AR,050,3,7,05,131,1377643728,36905742,125744,54651
Sevier County,AR,050,3,7,05,133,1463670417,41830997,17058,6887
Sharp County,AR,050,3,7,05,135,1565489388,5172578,17264,9822
Stone County,AR,050,3,7,05,137,1570581314,7838986,12394,6712
Union County,AR,050,3,7,05,139,2691552718,41401571,41639,19653
Van Buren County,AR,050,3,7,05,141,1834082139,41805938,17295,10345
Washington County,AR,050,3,7,05,143,2439681852,27046999,203065,87808
White County,AR,050,3,7,05,145,2680832626,18311035,77076,32488
Woodruff County,AR,050,3,7,05,147,1519780744,18707994,7260,3893
Yell County,AR,050,3,7,05,149,2408647209,48880316,22185,9752
Alameda County,CA,050,4,9,06,001,1914046110,213184643,1510271,582549
Alpine County,CA,050,4,9,06,003,1912271907,12557251,1175,1760
Amador County,CA,050,4,9,06,005,1539962991,29456575,38091,18032
Butte County,CA,050,4,9,06,007,4238423238,105325758,220000,95835
Calaveras County,CA,050,4,9,06,009,2641819725,43810420,45578,27925
Colusa County,CA,050,4,9,06,011,2980379369,14581020,21419,7883
Contra Costa County,CA,050,4,9,06,013,1854268836,227485306,1049025,400263
Del Norte County,CA,050,4,9,06,015,2606493856,578525663,28610,11186
El Dorado County,CA,050,4,9,06,017,4423396606,203243236,181058,88159
Fresno County,CA,050,4,9,06,019,15431126407,137815999,930450,315531
Glenn County,CA,050,4,9,06,021,3403106702,33750196,28122,10778
Humboldt County,CA,050,4,9,06,023,9241044673,1254256396,134623,61559
Imperial County,CA,050,4,9,06,025,10817352524,790247942,174528,56067
Inyo County,CA,050,4,9,06,027,26368354217,119208057,18546,9478
Kern County,CA,050,4,9,06,029,21061565098,79577235,839631,284367
Kings County,CA,050,4,9,06,031,3598582308,5468555,152982,43867
Lake County,CA,050,4,9,06,033,3254227528,188962335,64665,35492
Lassen County,CA,050,4,9,06,035,11761612172,463440721,34895,12710
Los Angeles County,CA,050,4,9,06,037,10509869649,1795012906,9818605,3445076
Madera County,CA,050,4,9,06,039,5534982985,41957504,150865,49140
Marin County,CA,050,4,9,06,041,1347585521,797420433,252409,111214
Mariposa County,CA,050,4,9,06,043,3752416976,36271400,18251,10188
Mendocino County,CA,050,4,9,06,045,9081386386,962952644,87841,40323
Merced County,CA,050,4,9,06,047,5011554741,112760487,255793,83698
Modoc County,CA,050,4,9,06,049,10146977156,739774453,9686,5192
Mono County,CA,050,4,9,06,051,7896827391,214695487,14202,13912
Monterey County,CA,050,4,9,06,053,8496702738,1270714482,415057,139048
Napa County,CA,050,4,9,06,055,1938247338,104169342,136484,54759
Nevada County,CA,050,4,9,06,057,2480616988,41514942,98764,52590
Orange County,CA,050,4,9,06,059,2047561084,407916814,3010232,1048907
Placer County,CA,050,4,9,06,061,3644136017,247205361,348432,152648
Plumas County,CA,050,4,9,06,063,6612350713,156395470,20007,15566
Riverside County,CA,050,4,9,06,065,18664696661,251073334,2189641,800707
Sacramento County,CA,050,4,9,06,067,2498415670,76077248,1418788,555932
San Benito County,CA,050,4,9,06,069,3596742302,4555039,55269,17870
San Bernardino County,CA,050,4,9,06,071,51947229509,124028343,2035210,699637
San Diego County,CA,050,4,9,06,073,10895120648,826347909,3095313,1164786
San Francisco County,CA,050,4,9,06,075,121399963,479190317,805235,376942
San Joaquin County,CA,050,4,9,06,077,3603505998,91108644,685306,233755
San Luis Obispo County,CA,050,4,9,06,079,8543248461,820974646,269637,117315
San Mateo County,CA,050,4,9,06,081,1161371825,757704380,718451,271031
Santa Barbara County,CA,050,4,9,06,083,7083838022,2729829365,423895,152834
Santa Clara County,CA,050,4,9,06,085,3341343470,36174996,1781642,631920
Santa Cruz County,CA,050,4,9,06,087,1152986019,419568865,262382,104476
Shasta County,CA,050,4,9,06,089,9778246966,186530888,177223,77313
Sierra County,CA,050,4,9,06,091,2468813797,23299108,3240,2328
Siskiyou County,CA,050,4,9,06,093,16259652221,179889482,44900,23910
Solano County,CA,050,4,9,06,095,2128361199,218665937,413344,152698
Sonoma County,CA,050,4,9,06,097,4081430136,497530353,483878,204572
Stanislaus County,CA,050,4,9,06,099,3871582888,51437339,514453,179503
Sutter County,CA,050,4,9,06,101,1560235601,15747004,94737,33858
Tehama County,CA,050,4,9,06,103,7639709781,32276063,63463,26987
Trinity County,CA,050,4,9,06,105,8234229734,73407861,13786,8681
Tulare County,CA,050,4,9,06,107,12494658169,37391616,442179,141696
Tuolumne County,CA,050,4,9,06,109,5752062580,138683578,55365,31244
Ventura County,CA,050,4,9,06,111,4773691889,945991626,823318,281695
Yolo County,CA,050,4,9,06,113,2628032408,22969178,200849,75054
Yuba County,CA,050,4,9,06,115,1636454192,30998568,72155,27635
Adams County,CO,050,4,8,08,001,3024207713,42070226,441603,163136
Alamosa County,CO,050,4,8,08,003,1871636898,1807726,15445,6554
Arapahoe County,CO,050,4,8,08,005,2067070049,19003734,572003,238301
Archuleta County,CO,050,4,8,08,007,3496937899,13827529,12084,8762
Baca County,CO,050,4,8,08,009,6617333541,6142194,3788,2248
Bent County,CO,050,4,8,08,011,3918292377,73093771,6499,2242
Boulder County,CO,050,4,8,08,013,1881080439,36469028,294567,127071
Broomfield County,CO,050,4,8,08,014,85557538,1466175,55889,22646
Chaffee County,CO,050,4,8,08,015,2624702242,4013482,17809,10020
Cheyenne County,CO,050,4,8,08,017,4605713068,8166204,1836,975
Clear Creek County,CO,050,4,8,08,019,1023632674,3280082,9088,5685
Conejos County,CO,050,4,8,08,021,3334326097,9235297,8256,4286
Costilla County,CO,050,4,8,08,023,3177789979,8828904,3524,2613
Crowley County,CO,050,4,8,08,025,2039411297,33430434,5823,1559
Custer County,CO,050,4,8,08,027,1913031045,3364771,4255,3956
Delta County,CO,050,4,8,08,029,2957896781,16960873,30952,14572
Denver County,CO,050,4,8,08,031,396268588,4225359,600158,285797
Dolores County,CO,050,4,8,08,033,2763650142,2716145,2064,1468
Douglas County,CO,050,4,8,08,035,2176232357,6789381,285465,106859
Eagle County,CO,050,4,8,08,037,4362911978,18806424,52197,31312
Elbert County,CO,050,4,8,08,039,4793671177,442165,23086,8939
El Paso County,CO,050,4,8,08,041,5508389808,7111582,622263,252852
Fremont County,CO,050,4,8,08,043,3970627343,2235395,46824,19242
Garfield County,CO,050,4,8,08,045,7634153703,21430621,56389,23309
Gilpin County,CO,050,4,8,08,047,388229109,941918,5441,3560
Grand County,CO,050,4,8,08,049,4781971576,60250184,14843,16061
Gunnison County,CO,050,4,8,08,051,8389228965,53172021,15324,11412
Hinsdale County,CO,050,4,8,08,053,2893667726,15324669,843,1388
Huerfano County,CO,050,4,8,08,055,4120672901,5792112,6711,5075
Jackson County,CO,050,4,8,08,057,4179523206,18749970,1394,1286
Jefferson County,CO,050,4,8,08,059,1979289991,25446228,534543,229967
Kiowa County,CO,050,4,8,08,061,4578495505,47033007,1398,805
Kit Carson County,CO,050,4,8,08,063,5596502129,2251930,8270,3527
Lake County,CO,050,4,8,08,065,976194289,18124336,7310,4271
La Plata County,CO,050,4,8,08,067,4382462547,19760255,51334,25860
Larimer County,CO,050,4,8,08,069,6723613486,98295250,299630,132722
Las Animas County,CO,050,4,8,08,071,12361162110,6929979,15507,8217
Lincoln County,CO,050,4,8,08,073,6676021407,22780586,5467,2420
Logan County,CO,050,4,8,08,075,4761813494,16363561,22709,8981
Mesa County,CO,050,4,8,08,077,8622002815,31466745,146723,62644
Mineral County,CO,050,4,8,08,079,2267965576,5222183,712,1201
Moffat County,CO,050,4,8,08,081,12285064917,19741780,13795,6196
Montezuma County,CO,050,4,8,08,083,5256450876,27516854,25535,12094
Montrose County,CO,050,4,8,08,085,5803373218,4923280,41276,18250
Morgan County,CO,050,4,8,08,087,3316304952,34473998,28159,11490
Otero County,CO,050,4,8,08,089,3268465106,20052451,18831,8969
Ouray County,CO,050,4,8,08,091,1402718909,1599543,4436,3083
Park County,CO,050,4,8,08,093,5682034441,43530574,16206,13947
Phillips County,CO,050,4,8,08,095,1781724987,301808,4442,2087
Pitkin County,CO,050,4,8,08,097,2514094239,6469384,17148,12953
Prowers County,CO,050,4,8,08,099,4243422095,15352661,12551,5942
Pueblo County,CO,050,4,8,08,101,6179980907,30279808,159063,69526
Rio Blanco County,CO,050,4,8,08,103,8342179365,4868121,6666,3309
Rio Grande County,CO,050,4,8,08,105,2361959921,983955,11982,6630
Routt County,CO,050,4,8,08,107,6117619255,15825586,23509,16303
Saguache County,CO,050,4,8,08,109,8206440775,4454555,6108,3843
San Juan County,CO,050,4,8,08,111,1003588157,2035933,699,756
San Miguel County,CO,050,4,8,08,113,3332308274,5213876,7359,6638
Sedgwick County,CO,050,4,8,08,115,1419419181,3530734,2379,1415
Summit County,CO,050,4,8,08,117,1575639358,28282990,27994,29842
Teller County,CO,050,4,8,08,119,1442767059,4944570,23350,12643
Washington County,CO,050,4,8,08,121,6521670287,15207421,4814,2434
Weld County,CO,050,4,8,08,123,10326898753,76554163,252825,96281
Yuma County,CO,050,4,8,08,125,6123779829,11134777,10043,4466
Fairfield County,CT,050,1,1,09,001,1618456437,549162331,916829,361221
Hartford County,CT,050,1,1,09,003,1903891914,40213499,894014,374249
Litchfield County,CT,050,1,1,09,005,2384238980,62165569,189927,87550
Middlesex County,CT,050,1,1,09,007,956486234,180684001,165676,74837
New Haven County,CT,050,1,1,09,009,1565663096,667053119,862477,362004
New London County,CT,050,1,1,09,011,1722025951,276665774,274055,120994
Tolland County,CT,050,1,1,09,013,1062448385,17698315,152691,57963
Windham County,CT,050,1,1,09,015,1328430430,22092290,118428,49073
Kent County,DE,050,3,5,10,001,1518196116,549470508,162310,65338
New Castle County,DE,050,3,5,10,003,1104074798,175385759,538479,217511
Sussex County,DE,050,3,5,10,005,2424432871,674204700,197145,123036
District of Columbia,DC,050,3,5,11,001,158114680,18884970,601723,296719
Alachua County,FL,050,3,5,12,001,2266291505,242910527,247336,112766
Baker County,FL,050,3,5,12,003,1515741200,9686121,27115,9687
Bay County,FL,050,3,5,12,005,1964400618,711453131,168852,99650
Bradford County,FL,050,3,5,12,007,761356806,16904947,28520,11011
Brevard County,FL,050,3,5,12,009,2630557912,1402040884,543376,269864
Broward County,FL,050,3,5,12,011,3133329108,292869341,1748066,810388
Calhoun County,FL,050,3,5,12,013,1469389276,18074798,14625,5999
Charlotte County,FL,050,3,5,12,015,1761913582,461075444,159978,100632
Citrus County,FL,050,3,5,12,017,1506586255,496236304,141236,78026
Clay County,FL,050,3,5,12,019,1565286048,101496213,190865,75478
Collier County,FL,050,3,5,12,021,5175636190,794325489,321520,197298
Columbia County,FL,050,3,5,12,023,2065707648,9722658,67531,28636
DeSoto County,FL,050,3,5,12,027,1649975818,6274597,34862,14590
Dixie County,FL,050,3,5,12,029,1826078949,410763739,16422,9319
Duval County,FL,050,3,5,12,031,1974068274,404712512,864263,388486
Escambia County,FL,050,3,5,12,033,1700226567,565247441,297619,136703
Flagler County,FL,050,3,5,12,035,1257337716,221090860,95696,48595
Franklin County,FL,050,3,5,12,037,1384930964,1273675839,11549,8652
Gadsden County,FL,050,3,5,12,039,1337293000,31587832,46389,19506
Gilchrist County,FL,050,3,5,12,041,905658580,14405662,16939,7307
Glades County,FL,050,3,5,12,043,2087553927,468370788,12884,6979
Gulf County,FL,050,3,5,12,045,1460784877,496109237,15863,9110
Hamilton County,FL,050,3,5,12,047,1330711074,13638327,14799,5778
Hardee County,FL,050,3,5,12,049,1651849564,1439672,27731,9722
Hendry County,FL,050,3,5,12,051,2985609243,96465484,39140,14564
Hernando County,FL,050,3,5,12,053,1223869127,301688560,172778,84504
Highlands County,FL,050,3,5,12,055,2633020110,231596328,98786,55386
Hillsborough County,FL,050,3,5,12,057,2642341101,635973296,1229226,536092
Holmes County,FL,050,3,5,12,059,1240027821,26598676,19927,8641
Indian River County,FL,050,3,5,12,061,1302431761,295606459,138028,76346
Jackson County,FL,050,3,5,12,063,2376987362,95322401,49746,21003
Jefferson County,FL,050,3,5,12,065,1549059034,99559135,14761,6632
Lafayette County,FL,050,3,5,12,067,1407428266,11646289,8870,3328
Lake County,FL,050,3,5,12,069,2430396019,566126522,297052,144996
Lee County,FL,050,3,5,12,071,2031879249,1108380339,618754,371099
Leon County,FL,050,3,5,12,073,1727138746,90486851,275487,124136
Levy County,FL,050,3,5,12,075,2896139279,762981297,40801,20123
Liberty County,FL,050,3,5,12,077,2164095370,19582542,8365,3357
Madison County,FL,050,3,5,12,079,1802497924,51114171,19224,8481
Manatee County,FL,050,3,5,12,081,1924182235,387844764,322833,172690
Marion County,FL,050,3,5,12,083,4103955681,202185444,331298,164050
Martin County,FL,050,3,5,12,085,1407565382,542252066,146318,78131
Miami-Dade County,FL,050,3,5,12,086,4915061046,1381673402,2496435,989435
Monroe County,FL,050,3,5,12,087,2546689189,7133453992,73090,52764
Nassau County,FL,050,3,5,12,089,1679967676,200158743,73314,35009
Okaloosa County,FL,050,3,5,12,091,2409328778,393241055,180822,92407
Okeechobee County,FL,050,3,5,12,093,1991462636,318565354,39996,18509
Orange County,FL,050,3,5,12,095,2339870128,258560561,1145956,487839
Osceola County,FL,050,3,5,12,097,3438086444,462191583,268685,128170
Palm Beach County,FL,050,3,5,12,099,5101663125,1070302119,1320134,664594
Pasco County,FL,050,3,5,12,101,1934425891,314858950,464697,228928
Pinellas County,FL,050,3,5,12,103,709135878,865905939,916542,503634
Polk County,FL,050,3,5,12,105,4656375819,550925774,602095,281214
Putnam County,FL,050,3,5,12,107,1884532662,257184021,74364,37337
St. Johns County,FL,050,3,5,12,109,1555689678,572050772,190039,89830
St. Lucie County,FL,050,3,5,12,111,1481280881,300907268,277789,137029
Santa Rosa County,FL,050,3,5,12,113,2620043744,420025582,151372,64760
Sarasota County,FL,050,3,5,12,115,1439690708,438941172,379448,228413
Seminole County,FL,050,3,5,12,117,800879349,93428200,422718,181307
Sumter County,FL,050,3,5,12,119,1416548738,85192294,93420,53026
Suwannee County,FL,050,3,5,12,121,1783341092,9594285,41551,19164
Taylor County,FL,050,3,5,12,123,2702147548,489238369,22570,11004
Union County,FL,050,3,5,12,125,630806354,16049937,15535,4508
Volusia County,FL,050,3,5,12,127,2851658690,858331481,494593,254226
Wakulla County,FL,050,3,5,12,129,1570616974,334904032,30776,12804
Walton County,FL,050,3,5,12,131,2687435898,523099633,55043,45132
Washington County,FL,050,3,5,12,133,1509453502,85860698,24896,10796
Appling County,GA,050,3,5,13,001,1313333924,13417422,18236,8512
Atkinson County,GA,050,3,5,13,003,878994487,13343157,8375,3522
Bacon County,GA,050,3,5,13,005,669707907,70568892,11096,4801
Baker County,GA,050,3,5,13,007,885629946,18634158,3451,1652
Baldwin County,GA,050,3,5,13,009,667812053,24779162,45720,20159
Banks County,GA,050,3,5,13,011,601112234,4651183,18395,7595
Barrow County,GA,050,3,5,13,013,415198674,6817600,69367,26400
Bartow County,GA,050,3,5,13,015,1190213681,27373871,100157,39823
Ben Hill County,GA,050,3,5,13,017,647809208,9807089,17634,7942
Berrien County,GA,050,3,5,13,019,1170407787,15503056,19286,8709
Bibb County,GA,050,3,5,13,021,646879637,14514058,155547,69662
Bleckley County,GA,050,3,5,13,023,559100179,8447354,13063,5304
Brantley County,GA,050,3,5,13,025,1145713216,12535638,18411,8086
Brooks County,GA,050,3,5,13,027,1276982395,12314550,16243,7706
Bryan County,GA,050,3,5,13,029,1129148153,47887043,30233,11842
Bulloch County,GA,050,3,5,13,031,1742568254,40963315,70217,28794
